Leno,1.2537921445435882,2.375
Begovic,0.7368993538614794,0.0
Boruc,0.4330511973885719,0.0
Travers,0.27937321668374193,0.023809523809523808
Ryan,1.3495295875487703,2.872340425531915
Button,0.25910226671144404,0.0
Heaton,0.5930508536797837,1.372093023255814
Hart,0.8427932379439098,0.0
Caballero,0.33359513898518567,0.2708333333333333
Kepa,1.9513579751501642,1.6666666666666667
Hennessey,0.6227567153456409,0.16666666666666666
Guaita,0.7675254223056875,2.795918367346939
Pickford,2.9614086907223034,2.25
Lössl,1.2389708083687752,0.0
Schmeichel,1.8975655263797528,2.8363636363636364
Alisson,2.1363747355547567,1.967741935483871
Ederson,1.9066913176500366,2.180327868852459
de Gea,1.9948769477392727,2.69811320754717
Dubravka,1.6842141292153605,2.803921568627451
McCarthy,0.8883923161424405,2.311111111111111
Forster,0.25958281863943855,0.0
Gunn,0.4906177918112803,0.6904761904761905
Lloris,2.1720140089772713,1.849056603773585
Vorm,0.2727015220989308,0.0
Gazzaniga,0.2664451795527308,1.4146341463414633
Foster,2.2778052934081865,2.795918367346939
Fabianski,2.402633113734555,1.6938775510204083
Ruddy,0.2556597960155209,0.0
Norris,0.2179421800599156,0.0
Patrício,1.6577461258078101,2.8867924528301887
